,comm_date,author,author_id,likes,comment,video_id
17,2024-06-29T09:13:49Z,@yuda_ab,UCumYYphJZEVz01A4RTcwcxg,0,"Arie dan budi sebenarnya membicarakan fakta, panji membicarakan harusnya. sebenarnya yang salah (bahkan cara berpikir netizen) adalah memperbandingkan semua hal seperti hitam diatas putih padahal kenyataannya dunia politik terlalu absurd. yang salah adalah menuduh salah satu tokoh di podcast ini adalah bagian dari evil, terus outputnya apa? apakah melabeli evil dan menghilangkannya dari muka bumi lantas sudah beres semua dunia perpolitikan? cmon man, kita gak lagi di dunia marvel. gw yakin kok mereka semua pada akhirnya ingin dunia politik sehat dan pemimpin yang sehat, tapi seharusnya diskusi mencari akar permasalahan bagaimana seseorang bisa menjadi evil di dunia politik indonesia, dan itu harus diskusi sehat bukan debat ala bapak2 DPR biasanya...",k4oDIDYFgTk
18,2024-06-29T08:45:00Z,@nudipo,UCu89_Twr6UiJecXmNL4Tffw,0,sudah saatnya tinggalkan podcast busuk ini...tdk memberikan pendidikan sama sekali,k4oDIDYFgTk
19,2024-06-29T08:41:55Z,@nudipo,UCu89_Twr6UiJecXmNL4Tffw,0,baru tahu ternyta total politik is bullshit,k4oDIDYFgTk
20,2024-06-29T08:36:12Z,@nielpercaso,UCoiEWRt9wVrtSdHRtGa4ytQ,0,Duet DUMB & DUMBER,k4oDIDYFgTk
21,2024-06-29T08:09:24Z,@andryagussetiadi3218,UC1q2xB14_Sty90IqFKThF6w,0,Ko gini sih,k4oDIDYFgTk
22,2024-06-29T07:50:28Z,@samsaimundiprojo8313,UC0gmSiYrMFtbY6Qaz32nIpg,0,SALAH ALAMAT KALAU PANJI SENTIMEN KE JOOWI GARA2 GIBRAN DLL.....SALAHKAN DPR YG BUAT UU KENAPA NGGAK NGATUR ITU KLW MEMANG NGGAK SUKA DAN NGGAK BOLEH...SELAMA NGGAK ADA UU YG DILANGGAR LOSSSSSS..SAMAPAI ADA UU YG MENGATUR..INI BARU NEGARA BERDASR HUKUM BUKAN BERDASAR PERSEPSI PERASAAN DAN YANG LAINNYA,k4oDIDYFgTk
23,2024-06-29T06:53:44Z,@sonyaanualata,UCaHFl-SPLNiH3IC0rPpbQTA,0,Stunting kah host nya? Bisa ganti gk host nyaa,k4oDIDYFgTk
24,2024-06-29T06:52:50Z,@sonyaanualata,UCaHFl-SPLNiH3IC0rPpbQTA,1,Stunting ya host nya? Bisa ganti host gk?,k4oDIDYFgTk
25,2024-06-29T05:30:40Z,@kaksum5701,UC3BjWNz0j4d28K0YA_x1_aA,0,"Ealahh bang kaga nyampe yg begini2 mah.. dangdutan, bagi2 kaos sama sembako aja dahh.. tapi tenang, dalam kondisi negara darurat perang orang2 grassroot spt kami ini yg maju di garis depan",k4oDIDYFgTk
26,2024-06-29T05:08:01Z,@silentwatcher4853,UCSe0_yg3_ZObj1a5pvWUzlg,0,Kliatan yg goblog yg mana,k4oDIDYFgTk
27,2024-06-29T04:40:36Z,@alfak8018,UCO8UhDAbx-pALIyGjU6ArOQ,0,ilmu betah isin 2 host yang sangat ciamik,k4oDIDYFgTk
28,2024-06-29T04:32:06Z,@hendra_jbi,UCOFh150F_7eHZNSh41p06PQ,0,Ngaku dengan sendirinya..hehehe...,k4oDIDYFgTk
29,2024-06-29T03:10:22Z,@bambanglagimakan,UCl9PftzBrtnDLz3Q7s1UI_Q,0,Gua setuju panji kadi politisi aja. Muncul nya di acara serius kaya gini aja. Kalo stand up ga lucu dia. Lebih Cocok jadi narasumber politik.,k4oDIDYFgTk
30,2024-06-29T02:46:23Z,@ChtrDBq,UCT0sO9i67qSmZfBYEBkJ1lA,0,Salah manggil narasumber diee. Keliatan bgttt dangkal nyaa please malu bgttt,k4oDIDYFgTk
31,2024-06-29T01:44:46Z,@nunikpriyanti1159,UC5PD9T4VZ18X_-NTGnGCsQQ,0,"""KORUP TAPI SEMUA HAPPY"" pernyataan paling GOBLOOOOOOK...",k4oDIDYFgTk
32,2024-06-29T01:25:31Z,@tilawatilzulkifly5714,UCaRoOHtLaM_NrgE2t4F1r8g,1,2 orang host yang berani menontonkan kebodohannya 😂,k4oDIDYFgTk
33,2024-06-29T00:28:20Z,@user-tn9cd5ij2m,UC3LSNW2RSvuVP6Xv2ahpCDQ,0,Ini panji gak jelas bicaranya cuma asal ngomong aja,k4oDIDYFgTk
34,2024-06-28T23:31:41Z,@gapuakbana1704,UCtufFeD9psrMz0DkX5ts54Q,0,Parah lu total politik cacat nalar lu.,k4oDIDYFgTk
35,2024-06-28T23:13:31Z,@simbaandnaladaughter,UC7JRs_V2JQkMJhrzZvP2kFw,0,"Got it, as long as mereka para host masih bisa hidup enak mereka ga peduli ada orang lain yang dirugikan, kesusahan. Egois",k4oDIDYFgTk
36,2024-06-28T20:47:01Z,@emzayadi1,UCXcoQDi_rwMkS3ZfzeiOXcg,0,hidup dibawah boir . . . .,k4oDIDYFgTk
37,2024-06-28T19:12:40Z,@msmalsun2207,UCgepU63RsUDVi4jSZDWWcBw,0,boikot?,k4oDIDYFgTk
38,2024-06-28T18:48:13Z,@fabiot.almechrie5624,UCR-seL7ZK6EteBogYy5EQVw,0,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,k4oDIDYFgTk
39,2024-06-28T18:21:25Z,@RommyAchmadi,UCJ0Q3PLxSw38AQY0RVjKFkg,0,Total politik ini emang selalu pro ke pemerintah konoha di IGnya aja ngejilat mulu😂,k4oDIDYFgTk
40,2024-06-28T18:20:48Z,@user-vg2xz4pl6y,UCgzQMpgIcO4-r51UuIrV9fQ,1,begoo emang yaa pendukung dinasti politik inii wkwkwk,k4oDIDYFgTk
41,2024-06-28T17:53:59Z,@mayfadlann28,UCnK_uELwKzEkLjw42RiodRg,0,UNDANG BUNG ROCKY BANG,k4oDIDYFgTk
42,2024-06-28T17:39:48Z,@sury667,UCrF0FznW9Zr7JKWtKS5wAiQ,0,keluhatan banget jilatnya,k4oDIDYFgTk
43,2024-06-28T16:56:20Z,@MahesaRanduAtmadewa,UCIdz3P7ADSx_gx-4-wvVZiA,1,Dari awal juga gue gak masuk ama ini channel karena gue paham siapa di balik channel ini .. F.U,k4oDIDYFgTk
44,2024-06-28T16:32:16Z,@omEcca,UCQOyP1lE_alRGN4SPCEdmqw,0,"Sy yakin 75% video (dibagian kontra dinasti politik antara pro dinasti politik) ini adlh settingan..
Pandji dan host²nya sedang memainkan peran mewakili semua manusia yg ad d Indonesia...
Ada yg akhirnya memaklumi,ada yg tdk bakal memaklumi,ada yg mendukung,ada yg mmg tdk mendukung sm sekali,bhkn jika benarpun dia ga dukung dll dll..
Sygnya akting kedua host nya jd org oon,yaitu org yg akhirnya memaklumi dan kedua hostnya ga cocok dpt peran itu,krn gimik dan mimiknya busuk..sdngkan Pandji krn dia mendalami aplgi bentar lg tur dgn tema tdk bisa memaklumi dinasti,otomatis aktingnya lbh matang...

Soal politik,qt sdh benar² rusak krn partai/partisan,threshold dll..krn sdh jls d dlm sana,ya masuk partai bayar,ketum yg punya mau,dll dll..intinya tempat kotor,kartelan modelnya,sesuci apapun pribadi,masuk partai yaaa jd sucaa..

Skrg kembali lg muncul dinasti politik,dan yg berdinasti otomatis anggota partai...yg partisan sj demokrasi sdh rusak,skrg dinasti sedarah sekaligus partisan,ya rusaknya dobel..

Jd klo ada yg dukung/maklum dll,yaa mmg tolol..",k4oDIDYFgTk
45,2024-06-28T16:27:52Z,@inthehoy,UCG-KsPaWGKN6P1gMaTd4dBQ,1,Menurut gua keren diskusi kaya gini,k4oDIDYFgTk
46,2024-06-28T16:16:52Z,@playershortgame,UCeROuyytMy8PSbloCXjeQRQ,1,Kasian bang panji,k4oDIDYFgTk
47,2024-06-28T14:29:04Z,@kiriya45,UCgqIIM-jjUV27RBgtZlaUMA,1,"""korup tapi semua happy"", logikanya gini dah bang misal dana stunting dikorupsi yang seharusnya orang yg berhak dpat 1kg daging sapi, tapi di korup jadinya dpat telur 1/2kg, yg terima telur tau dibakal dpat daging sapi tpi dikasih telur. menurut lu dia happy gak bang? 😂😂",k4oDIDYFgTk
48,2024-06-28T13:59:10Z,@tsabitatulfalihah6223,UCJVyiP-tawSvu35_6D1dHKQ,0,"Bener kata Tan Malaka tentang Indonesia perlu madilog, bukan hanya menolak pembenaran logika Mistika tapi juga tentang kritikal thinking. Ibaratnya Lo dlu pernah dibohongin dengan cara A, nah besoknya orang ini mau ngebohongin Lo dengan cara yang sama TAPI sayangnya logika Lo ga main buat sekedar sadar ""harusnya kita ga boleh melakukan kesalahan yang serupa, apalagi udah ngeliat indikasi kebohongan yang sama seperti kemarin""",k4oDIDYFgTk
49,2024-06-28T13:28:54Z,@parlentebeat663,UCZvjDcyNlgvRTfy_xK-q3KA,1,"kalo ada keburukan, bilang aja Asian Values, Human Right dll..

Mereka berdua bilang begitu karena mereka dekat sekali dengan penguasa.

Gimana kalo korupsi tapi rakyat bahagia ? Logika amburadul namanya ini mah 😂

Human Right? Lucu banget argumen luu..😂",k4oDIDYFgTk
50,2024-06-28T12:44:57Z,@nurazizah9875,UC60PerDN7pq4ilnqcVZGSxg,1,Langsung unsubscribe karena baru tahu hostnya senggak sopan dan sebodoh itu.,k4oDIDYFgTk
51,2024-06-28T12:36:14Z,@firmansahnoer6502,UC9QaUtNMbP-Ok6FCnpJkpxA,2,Keren lu bang pandji.. Gue liat sampe mau nangis dengang prinsip pandangan politik mu.. Respeck,k4oDIDYFgTk
52,2024-06-28T12:03:06Z,@omjhonhobah6064,UCBtJCcnvtAhm-c2EJuTn5mA,0,"Aishhhh , gw yakin pandji bingung host nggak bisa ngimbangin view of point yg di lempar panji mereka terus ngasih cloud subjt of discord mereka terlalu ngotot sama dish dish sampe lupa dari tadi nggak ngijinin panji makan besar",k4oDIDYFgTk
53,2024-06-28T11:38:32Z,@feichelinlifee2361,UCQ_kvKgDrRX7mH9FM-tpwuA,3,"Panji adalah gue, waktu nongkrong dgn pendukung 02.",k4oDIDYFgTk
54,2024-06-28T11:37:43Z,@RobbyJovingki,UCnvDYSs3Olv4EqhSeomBpjg,1,Like yg kesini gara² Trailer Kocak,k4oDIDYFgTk
55,2024-06-28T11:17:04Z,@aldisetiawan9422,UClEnG40zDSck7GMhVux9xZA,1,host baju putih dan baju hitam sama2 menunjukkan kebodohan dalam berlogika,k4oDIDYFgTk
56,2024-06-28T11:10:27Z,@DiftaPurnama,UCpViNGFr-PQlvWl--ghNwFQ,1,Gantinama lo jd kutu politik,k4oDIDYFgTk
57,2024-06-28T09:24:54Z,@sandikurniawan1125,UCHIa2CtrjlpFlp4sP54PZOw,1,host nya aduhhh,k4oDIDYFgTk
58,2024-06-28T08:37:38Z,@lukmanalhakim6127,UCtXm4zJ4tg6dKDwFtfXJjsg,1,"fuck this youtube channel, stupid total politik, i am wih pandji",k4oDIDYFgTk
59,2024-06-28T07:36:22Z,@ndri4,UCDG5Qnp5NDFBacdmaMYdAtA,2,Panji vs 2 dungu wkwkwkkwkwk,k4oDIDYFgTk
60,2024-06-28T07:35:44Z,@marashilu2306,UC92ntT6H0Cs3zlLlNn7dAdw,2,"Makin tau cara pikir pemilihnya kan,,ksalahn bs dibuatkn pemkluman dg dalih human rght lah apalah,ngeriih",k4oDIDYFgTk
61,2024-06-28T07:30:17Z,@ARvideo654,UC2DgHDqQSPa9ELuKnulhMPA,1,maaf saya UNSUBSCRIBE TOTAL POLITIK,k4oDIDYFgTk
62,2024-06-28T07:09:06Z,@humblepeanut,UCukGTGq4r5Cre6iH49d7CIQ,2,"46:43 : gesture pandji kaya dia udah gemes banget, ngga pernah gw liat pandji ngemut telunjuk haha.",k4oDIDYFgTk
63,2024-06-28T07:08:34Z,@stkestn6788,UCsB1BbNBFUknpCS5Gn9dyzQ,1,"2 hostnya kalah kelas sama bintang tamunya,,",k4oDIDYFgTk
64,2024-06-28T06:28:28Z,@cocoachocolates,UCMScANBbJ48GNed2rJtJ5Xg,1,Dinasti politik gak apa asal fair. Tapi pada kenyataannya praktiknya ga ada yang fair.,k4oDIDYFgTk
65,2024-06-28T05:10:58Z,@chandrasaputra8710,UClUDMAILRAxl2EhdTCUwSaQ,1,gak pernah blunder tp bisa di setir sm pak lurah sama aja.,k4oDIDYFgTk
66,2024-06-28T04:43:40Z,@alfindojoyojoyo,UC4onhBUY2WniyzceQycS2dQ,2,"Hostnya keren, dia berfikir dan berbicara seperti itu untuk masa depan mereka. Agar tetap eksis di dunia politik di 5 tahun kedepan 😂
Harapan untuk Panji, opini kebenaran teruskan suarakan bro. Dirimu punya panggung, teruskan suarakan idealisme untuk kebaikan bangsa ini ❤",k4oDIDYFgTk
67,2024-06-28T04:12:23Z,@M.RasyidH,UC8uSbZDbV6PRbgOmT_umluQ,2,2 host ini emng punya logika berpikir yang lucu,k4oDIDYFgTk
68,2024-06-28T02:53:55Z,@viandi-sc6ei,UCvf0Kg7XQQB0G-AfMgxCJdw,1,"Ko bisa orang yang jadi figur gak merasa marah ada dinasti politik udah kumasukkan roti,",k4oDIDYFgTk
69,2024-06-28T02:21:11Z,@kraris777,UCTB6sCL9ZZZI9jVe5doTIcg,0,"Amerika sedang menyumbang ""freedom"" kepada ""asia"".",k4oDIDYFgTk
70,2024-06-28T02:17:59Z,@Hadistracerita,UCJvmvV7YHtSxnoncigQLi-g,0,"Ditunggu episode bang Pandji dgn Hasan Nasbi, hehe",k4oDIDYFgTk
71,2024-06-28T01:55:19Z,@yunicitrawati1492,UCSF3dTDJ4kKw4mrdsOAOyEg,1,mereka cuan oriented doang sih wkwk,k4oDIDYFgTk
72,2024-06-28T01:43:43Z,@Kiyo-22,UCtNcGMEJNCMYmIyi2LtNrUQ,2,"Terlalu sering bergauk dengan elit, sampai lupa liat kebawah.",k4oDIDYFgTk
73,2024-06-28T01:09:46Z,@tommy_ariandi,UCExGD68KqVTS8VSUA-DwY2w,0,"😂😂😂
si panji terlalu memaksakan. 
masa semua orang harus berpikir sama dgn dia. 
konsekuensi negara demokrasi ya bebas memilih bebas berpendapat dong.",k4oDIDYFgTk
74,2024-06-28T00:21:17Z,@mcin71,UCXyh4-KDbMosGRSYaclTPqw,1,Are these 2 empty-headed so-called podcasters actually talking about politics? Man!! we're doomed!,k4oDIDYFgTk
75,2024-06-28T00:18:30Z,@alexningrat894,UCQZV9tH13i2UEX6YreDvJIA,0,Panji .. ketika kamu sdh matok standard ini benar itu salah. You out dan gak related lg dlm diskusi.,k4oDIDYFgTk
76,2024-06-27T22:02:37Z,@user-hm8wz9kg4x,UCzKv4g6Dh9Of-qbVtQq-Grw,0,"Ini org parah yakin, di aji mumpun ngomongi politik, dan keburukan pemimpin"" di negara ini, padahal di baru pulang dari negara lain mengejar inmpianya yg gagal demi kehidupan diri nya sendiri, padahal di negara nya dia bisa bermanfat untuk org di sekitarnya (komedian) tp dia memilih pinda ke negara lain  dan gagal, trus balik lg dan ngomongi buruk nya pemimpin"" di negara indonesia, saya yakin jika indonesia di serang negara lain, pasti dia org yg pertama kabur dari indonesia.",k4oDIDYFgTk
77,2024-06-27T20:43:03Z,@febryamanda1427,UCK8HNRlKFQj_AXN8j-R7uZg,2,"Netral dlm melihat kesalahan, itu kejahatan",k4oDIDYFgTk
78,2024-06-27T20:05:54Z,@mukmuk12,UCWSZJ0vtOODAusQU8qVDd4A,0,38:55 pedro sendang jujur,k4oDIDYFgTk
79,2024-06-27T19:58:47Z,@OnlyHaveWords,UC41HyBYlL3KOaAk-e2OrclA,0,Hoat nya kayak nya punya tujuan.,k4oDIDYFgTk
80,2024-06-27T19:49:37Z,@mukmuk12,UCWSZJ0vtOODAusQU8qVDd4A,0,26:16 keliatan org tanya malah nanya ? Wkwkwk apaan coba,k4oDIDYFgTk
81,2024-06-27T19:47:17Z,@rahmav2984,UCF82Gqa5bYlDuVyzK-0BpGw,1,"Jokowi identik dengan bung karno The well known ORATOR? Vs “yo ndak tau kalau itu”… WTF!!😂
Are these people losing their mind??😂😂",k4oDIDYFgTk
82,2024-06-27T19:40:11Z,@rahmav2984,UCF82Gqa5bYlDuVyzK-0BpGw,1,2 orang yang otaknya gatau dimana,k4oDIDYFgTk
83,2024-06-27T18:54:33Z,@AdventriUTLolukara,UComoDxURT9wGu8msSaAtbPw,0,😂😂,k4oDIDYFgTk
84,2024-06-27T18:16:22Z,@backupmalang,UCGDjQ6qELOSIFrAq2Y29mag,1,gua tandain lu ya ari,k4oDIDYFgTk
85,2024-06-27T17:53:52Z,@anggawr9770,UCuOg4upG6d8iXauYPipS3nQ,1,2 host yang gk bangt mau nyerang panji malah malah balik nnya minta pendapat dgn alasan human righttt ??? . What say ?,k4oDIDYFgTk
86,2024-06-27T17:26:56Z,@kevinpasaribu1080,UC6yCClNHbpbViD70qbSujpw,1,Alahhh tolooollll,k4oDIDYFgTk
87,2024-06-27T17:22:42Z,@Airs0ftGun,UCJ2xNUMOk7A53VxCzOFHtsQ,0,Si pandji gemes soalnya pemikiran mereka berubah.😅😅😅😅😅,k4oDIDYFgTk
88,2024-06-27T17:16:46Z,@irenapretika,UC5Q-NvltWXaMQVFaqBXJW4Q,1,55.44 budi menunjukkan kebodohannya sendiri,k4oDIDYFgTk
89,2024-06-27T17:10:48Z,@irenapretika,UC5Q-NvltWXaMQVFaqBXJW4Q,1,"Arie: gw belajar politik dan sosiologi
Arie juga: kalau korupsi tapi semua happy? 
Arie + Budi: Politik dinasti adalah Asian Value

Dosen politik dan sosiologi menangis di pojokan",k4oDIDYFgTk
90,2024-06-27T17:10:04Z,@ErryRiziq92,UCkgehKrsrmhp9fsP87ZdK2A,0,2 dari 3 sepertinya perlu test urine deh kayaknya 😅,k4oDIDYFgTk
91,2024-06-27T15:00:40Z,@AvikaNahuyah,UCKJVnfnBkUqaX3aP33nRi3A,1,skwkwkwkk podcast taiii,k4oDIDYFgTk
92,2024-06-27T13:10:57Z,@sdncipakuperumda1654,UCQ6PJWQwhY743V2herQx_dA,0,Ini klo di tambah fahri hamzah seru ni,k4oDIDYFgTk
93,2024-06-27T12:41:04Z,@hanyrobbaniyahnour6922,UCAK4ektQ0FptrdSjNb9DWyA,1,"Total politik tolong cari host agak pinter dikit, paling ngk speknya setengah dari otak mba nana. Ini mah setengah dari otak gua",k4oDIDYFgTk
94,2024-06-27T12:40:39Z,@edwintambunan6251,UCX5Z-7-XcJbDvaMMcfocXjA,0,pendukung Anis ini nggak mau beli in anak nya BMW ... nggak mampu kali...??,k4oDIDYFgTk
95,2024-06-27T12:37:12Z,@triwahyunilarasati9172,UCpu2dk7Cja8cqVVTqP8affQ,0,Sebenernya ni host lgi mewakili pemikirin yg pro jd harus sekuat itu mempertahankan bisa jd sarkas sihh ga sebegonitu juga sebenernya,k4oDIDYFgTk
96,2024-06-27T12:33:38Z,@edwintambunan6251,UCX5Z-7-XcJbDvaMMcfocXjA,0,panji dont think you are very right and you not rational .....,k4oDIDYFgTk
97,2024-06-27T11:28:20Z,@RezaRahadi-qm4de,UCQKniu4q5vGrEh1XtZ7F8ZQ,2,Mereka ( host ) memperlihatkan secara terang benderang kebo***** 😂,k4oDIDYFgTk
98,2024-06-27T11:22:55Z,@Pius_Sinurat,UCaaTj41HiOZnHM4pZ0pKqYA,1,"Total Politik yang BODOH. 
Benar benar STUPID",k4oDIDYFgTk
99,2024-06-27T09:48:17Z,@anggypurwansyah1322,UCnfZADanqxFZyoKnveZvwew,1,"Kata lain nya itu munafik ,
Contoh orang pernah korupsi 3 kali dipenjara terbukti trus orangnya keluar dari penjara trus karna saudara dia orang punya kekuasaan dihapus aturan orang yang pernah korupsi gak boleh menjabat lagi, trus dia terpilih jadi gubernur atau dipilih lagi jadi menteri , trus opini lu semua orang bebas buat nyalon atau dipilih jadi menteri kan gaknada peraturan yang dilanggar ,orang bisa berubah
,semua orang bisa korupsi gak cuma mantan korupsi doang orang baru juga bisa korupsi.jadi kaya lu tau itu salah tapi mewajarkan ya jangan kalo emng salah ya lu bilang salah masalah orang itu tetep jadi menteri atau jadi gubernur ya urusan beda tapi salah tetep salah",k4oDIDYFgTk
100,2024-06-27T08:10:59Z,@ferzzfx2976,UCcYkxQ6NuvM9rwzThY4UxPQ,0,"penjilatt ihh najiss banget cokkkk, human rights human rights TAllllll yang salah ya salah ajaa berani ngakuin kalau itu tuh SAKAH gitu loh JANGAN DIBENARKAN DENGAN ASIAN VALUE, HUMAN RIGHTS ALAHHHHH STOP THAT BULLLSH1TTT",k4oDIDYFgTk
